book_id,id,work_id,original_publication_year,average_rating,ratings_count,work_ratings_count,work_text_reviews_count,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5
25052,8856.0,1279228.0,1949.0,4.17,11756.0,12382.0,235.0,263.0,468.0,2137.0,3591.0,5923.0
25053,9661.0,1279206.0,1955.0,4.24,13000.0,13313.0,188.0,170.0,391.0,2233.0,3807.0,6712.0
25078,6274.0,25833.0,1991.0,4.23,13743.0,13999.0,635.0,109.0,326.0,2000.0,5310.0,6254.0
25099,1895.0,2648.0,1990.0,4.44,54420.0,62308.0,1793.0,124.0,664.0,5797.0,20761.0,34962.0
25100,1572.0,2371237.0,1991.0,4.28,67753.0,73932.0,1407.0,1786.0,1814.0,9096.0,22186.0,39050.0
25101,2353.0,25854.0,1990.0,4.54,44811.0,50459.0,1261.0,132.0,367.0,3403.0,14685.0,31872.0
25102,2937.0,810826.0,1993.0,4.43,37211.0,41935.0,1037.0,117.0,586.0,4105.0,13376.0,23751.0
25103,3396.0,1009277.0,1995.0,4.48,32362.0,35957.0,779.0,91.0,370.0,3255.0,10821.0,21420.0
25104,3660.0,2021847.0,1996.0,4.53,32360.0,35466.0,849.0,144.0,361.0,2718.0,9582.0,22661.0
25105,3082.0,40666827.0,1994.0,4.55,36487.0,40495.0,936.0,159.0,344.0,2757.0,11185.0,26050.0
25106,3086.0,181895.0,1990.0,4.45,35930.0,40028.0,892.0,116.0,413.0,3743.0,12737.0,23019.0
25148,8920.0,25897.0,1997.0,3.56,8980.0,9164.0,389.0,381.0,1048.0,2863.0,2845.0,2027.0
25176,8719.0,3114345.0,1981.0,4.01,11947.0,12431.0,385.0,230.0,488.0,2547.0,4824.0,4342.0
25179,1315.0,781193.0,2003.0,4.06,70454.0,72621.0,5024.0,1727.0,3601.0,13030.0,24472.0,29791.0
25190,4820.0,1020573.0,1985.0,3.71,22424.0,24040.0,652.0,1218.0,2541.0,6190.0,6212.0,7879.0
25200,7974.0,1796157.0,1966.0,4.1,11917.0,14574.0,2030.0,117.0,587.0,2534.0,5828.0,5508.0
25295,6776.0,618823.0,1988.0,4.03,14765.0,15616.0,138.0,197.0,768.0,3620.0,4888.0,6143.0
25307,5325.0,4372.0,2005.0,4.13,15410.0,16823.0,1192.0,570.0,604.0,2438.0,5602.0,7609.0
25346,2068.0,808243.0,1997.0,3.73,53706.0,55632.0,3748.0,2274.0,5082.0,14242.0,17616.0,16418.0
25347,9503.0,2926176.0,2005.0,3.56,10729.0,12263.0,1176.0,743.0,1424.0,3255.0,3874.0,2967.0
25350,1937.0,879622.0,1938.0,3.92,49617.0,56476.0,2626.0,942.0,3378.0,13211.0,20524.0,18421.0
25354,3237.0,51364.0,1992.0,4.09,27358.0,32549.0,2173.0,434.0,1236.0,5699.0,12861.0,12319.0
25365,6594.0,849266.0,1997.0,3.93,14795.0,17053.0,1898.0,302.0,934.0,3617.0,7038.0,5162.0
25373,1583.0,929639.0,2006.0,3.73,60372.0,71514.0,4348.0,2378.0,6204.0,19509.0,23714.0,19709.0
25378,3761.0,26119.0,2001.0,4.16,22482.0,23915.0,1478.0,411.0,893.0,3898.0,7900.0,10813.0
25403,6913.0,1015565.0,2003.0,3.91,10355.0,15802.0,1355.0,275.0,1033.0,3697.0,5620.0,5177.0
25460,1021.0,1582285.0,2007.0,4.03,83881.0,87904.0,10149.0,1709.0,4789.0,16112.0,31521.0,33773.0
25657,6500.0,1888390.0,2000.0,3.54,12934.0,13633.0,879.0,452.0,1651.0,4474.0,4194.0,2862.0
25669,3543.0,3285909.0,1995.0,3.81,29586.0,30368.0,1299.0,829.0,2096.0,7678.0,11116.0,8649.0
25698,4684.0,1373762.0,1776.0,3.87,17180.0,20550.0,667.0,365.0,1331.0,5253.0,7277.0,6324.0
25790,9055.0,26510.0,2005.0,4.26,9067.0,9151.0,65.0,268.0,357.0,1245.0,2123.0,5158.0
25807,5033.0,808562.0,1934.0,3.81,19416.0,23168.0,1559.0,421.0,1454.0,6188.0,9203.0,5902.0
25955,9576.0,1003854.0,1967.0,3.95,8351.0,8990.0,288.0,286.0,569.0,1902.0,2746.0,3487.0
26023,3835.0,26733.0,2007.0,4.07,26690.0,27140.0,1653.0,613.0,1256.0,4956.0,9069.0,11246.0
26046,2405.0,668492.0,2006.0,4.14,43455.0,45161.0,1189.0,817.0,1946.0,8062.0,13690.0,20646.0
26050,3213.0,3038377.0,2006.0,3.98,34484.0,36711.0,1140.0,285.0,1556.0,9030.0,13673.0,12167.0
26085,5980.0,530148.0,2004.0,4.03,16744.0,17429.0,588.0,635.0,1018.0,2943.0,5442.0,7391.0
26097,7810.0,1037708.0,1995.0,3.66,8620.0,11204.0,650.0,223.0,920.0,3587.0,4183.0,2291.0
26101,5374.0,3838.0,1970.0,3.86,12984.0,17408.0,781.0,179.0,838.0,4631.0,7271.0,4489.0
26114,4531.0,1457765.0,1967.0,3.99,16464.0,20673.0,822.0,154.0,781.0,4599.0,8803.0,6336.0
26123,7341.0,26823.0,1990.0,3.98,11310.0,12096.0,540.0,243.0,630.0,2612.0,4291.0,4320.0
26324,9344.0,1386563.0,2006.0,3.97,8670.0,9395.0,315.0,141.0,465.0,2095.0,3566.0,3128.0
26329,1601.0,587647.0,1995.0,3.98,47661.0,53141.0,1546.0,972.0,2454.0,11475.0,19883.0,18357.0
26435,3061.0,2976220.0,1940.0,4.12,29179.0,31440.0,1207.0,493.0,1065.0,5529.0,11394.0,12959.0
26506,7025.0,1008958.0,2007.0,3.81,13621.0,14641.0,1065.0,482.0,1125.0,3697.0,4715.0,4622.0
26581,8096.0,3470.0,1983.0,3.98,9850.0,11848.0,307.0,625.0,841.0,2114.0,2797.0,5471.0
26582,2701.0,1049526.0,1983.0,3.28,38387.0,42828.0,3713.0,5675.0,6382.0,11096.0,9727.0,9948.0
26596,4822.0,175882.0,1991.0,4.35,18662.0,18814.0,196.0,203.0,429.0,2315.0,5491.0,10376.0
26599,9784.0,1247207.0,1994.0,4.22,11174.0,11278.0,234.0,151.0,344.0,1740.0,3688.0,5355.0
26661,8451.0,27340.0,2000.0,4.45,9530.0,10391.0,168.0,70.0,175.0,1128.0,2648.0,6370.0
26722,2515.0,27405.0,2006.0,4.28,34242.0,36818.0,775.0,350.0,694.0,4651.0,13743.0,17380.0
26999,5347.0,948606.0,2004.0,4.15,24526.0,27581.0,1257.0,89.0,495.0,4848.0,12042.0,10107.0
27000,3524.0,1918119.0,2002.0,4.14,37873.0,41906.0,2328.0,195.0,892.0,7187.0,18393.0,15239.0
27001,4683.0,1116054.0,2003.0,4.09,28332.0,31822.0,1604.0,137.0,741.0,6322.0,13451.0,11171.0
27002,6828.0,948585.0,2007.0,4.0,18722.0,20982.0,1447.0,91.0,703.0,4725.0,8973.0,6490.0
27003,1381.0,3436605.0,2001.0,3.92,85683.0,94631.0,8521.0,2396.0,5923.0,20322.0,34636.0,31354.0
27037,3256.0,1427207.0,397.0,3.88,25674.0,33636.0,1554.0,1163.0,2513.0,7408.0,10523.0,12029.0
27126,2371.0,27777.0,2006.0,3.9,41884.0,43007.0,4092.0,1503.0,3107.0,9034.0,14033.0,15330.0
27208,8249.0,3359269.0,1967.0,4.02,10352.0,12304.0,1300.0,331.0,710.0,2206.0,4156.0,4901.0
27252,1757.0,1612513.0,1996.0,4.06,51385.0,56247.0,4079.0,854.0,2240.0,10552.0,21373.0,21228.0
27266,1696.0,27912.0,2006.0,3.92,77454.0,82220.0,4316.0,2743.0,5916.0,17829.0,24463.0,31269.0
27297,7778.0,3320969.0,-476.0,3.82,9807.0,13227.0,468.0,282.0,1027.0,3516.0,4303.0,4099.0
27298,9173.0,27945.0,2002.0,4.03,9873.0,10772.0,1240.0,123.0,472.0,2093.0,4360.0,3724.0
27323,2724.0,1014091.0,1946.0,3.94,41338.0,43336.0,2062.0,738.0,2184.0,9825.0,16758.0,13831.0
27333,4487.0,880193.0,1962.0,3.94,24027.0,25328.0,1415.0,611.0,1311.0,5511.0,9428.0,8467.0
27397,7716.0,227861.0,1995.0,3.94,11985.0,12304.0,701.0,99.0,493.0,2968.0,5178.0,3566.0
27398,4723.0,1054249.0,2005.0,3.71,18944.0,19555.0,769.0,1034.0,1900.0,4883.0,5545.0,6193.0
27494,1679.0,28117.0,1855.0,4.12,57763.0,65305.0,1671.0,1332.0,3015.0,11052.0,20850.0,29056.0
27523,505.0,972769.0,1995.0,3.81,161173.0,165021.0,3210.0,12626.0,13163.0,31144.0,43391.0,64697.0
27525,6823.0,411077.0,2003.0,4.02,14251.0,15345.0,265.0,384.0,864.0,3030.0,4876.0,6191.0
27526,5030.0,1008407.0,2001.0,4.0,19562.0,20697.0,272.0,463.0,1166.0,4409.0,6539.0,8120.0
27528,3614.0,534981.0,1997.0,3.95,27152.0,29643.0,618.0,733.0,1788.0,6577.0,9696.0,10849.0
27530,5243.0,2172654.0,2002.0,4.01,18785.0,19824.0,253.0,467.0,1200.0,4004.0,6202.0,7951.0
27712,877.0,1122661.0,1979.0,4.17,109110.0,124555.0,4303.0,1684.0,4743.0,21142.0,39618.0,57368.0
27822,2982.0,1795311.0,1833.0,4.08,33240.0,37931.0,921.0,537.0,2010.0,7368.0,11935.0,16081.0
27999,7970.0,2888523.0,1999.0,3.99,11107.0,12281.0,843.0,249.0,534.0,2407.0,4943.0,4148.0
28078,1171.0,815591.0,2003.0,3.79,78129.0,79989.0,2952.0,1743.0,5465.0,22050.0,29609.0,21122.0
28116,4836.0,197064.0,2004.0,3.77,22226.0,23256.0,2358.0,363.0,1599.0,6470.0,9528.0,5296.0
28184,5905.0,802082.0,2006.0,4.06,20246.0,21851.0,984.0,68.0,403.0,4620.0,9924.0,6836.0
28186,151.0,43554.0,2006.0,4.23,514932.0,550512.0,20097.0,2967.0,13884.0,91127.0,188988.0,253546.0
28187,41.0,3346751.0,2005.0,4.23,1366265.0,1411114.0,46006.0,18303.0,48294.0,219638.0,435514.0,689365.0
28194,314.0,2628323.0,2003.0,3.86,285011.0,301414.0,10384.0,8524.0,22966.0,71494.0,98625.0,99805.0
28195,1391.0,1567967.0,2005.0,3.91,82291.0,90308.0,3572.0,1682.0,5597.0,21565.0,32140.0,29324.0
28212,5545.0,1080309.0,1987.0,4.37,16769.0,17953.0,952.0,152.0,324.0,1945.0,5815.0,9717.0
28239,8666.0,1832876.0,2002.0,3.96,9662.0,10297.0,742.0,224.0,546.0,2020.0,4175.0,3332.0
28248,9331.0,1293083.0,2005.0,3.84,10552.0,12754.0,397.0,260.0,884.0,3194.0,4702.0,3714.0
28249,2119.0,2122284.0,2001.0,3.96,48537.0,56039.0,2029.0,971.0,2975.0,12241.0,21113.0,18739.0
28250,3295.0,1293084.0,2002.0,4.07,32944.0,38264.0,1039.0,271.0,1324.0,7454.0,15682.0,13533.0
28251,3117.0,2122285.0,2002.0,4.15,33784.0,38888.0,1208.0,341.0,1373.0,6631.0,14369.0,16174.0
28351,7611.0,1579656.0,1937.0,3.99,17584.0,19213.0,508.0,251.0,1069.0,4766.0,5675.0,7452.0
28381,2177.0,1001298.0,1842.0,3.98,40699.0,47662.0,1613.0,800.0,2681.0,10126.0,17055.0,17000.0
28407,5189.0,941651.0,1885.0,4.09,19325.0,22012.0,844.0,466.0,1039.0,3732.0,7498.0,9277.0
28481,5329.0,1611445.0,1990.0,3.93,20720.0,21892.0,475.0,354.0,1235.0,5115.0,8033.0,7155.0
28482,7347.0,2306480.0,1993.0,4.05,14911.0,15595.0,118.0,130.0,565.0,3340.0,5963.0,5597.0
28483,6845.0,252258.0,1994.0,4.09,14827.0,15524.0,141.0,149.0,633.0,3015.0,5580.0,6147.0
28484,6554.0,1251507.0,1993.0,4.09,16582.0,17226.0,120.0,136.0,635.0,3406.0,6451.0,6598.0
28485,8388.0,1919217.0,1990.0,3.98,13576.0,14623.0,222.0,126.0,727.0,3352.0,5590.0,4828.0
28507,6284.0,1209968.0,1992.0,4.06,17270.0,18051.0,138.0,121.0,672.0,3857.0,6839.0,6562.0
28541,3414.0,1171182.0,1976.0,4.24,35694.0,39716.0,1092.0,191.0,897.0,6460.0,13955.0,18213.0
28547,3974.0,2971170.0,1977.0,4.26,31874.0,34877.0,608.0,104.0,658.0,5518.0,12332.0,16265.0
28553,5049.0,1592020.0,1979.0,4.04,25473.0,27874.0,429.0,109.0,1035.0,6595.0,9959.0,10176.0
28568,7180.0,473328.0,2003.0,4.08,13353.0,15480.0,616.0,81.0,435.0,3019.0,6519.0,5426.0
28634,3913.0,2776625.0,1990.0,4.12,18574.0,23114.0,1180.0,206.0,859.0,4186.0,8619.0,9244.0
28635,5792.0,674856.0,1997.0,3.68,11735.0,15368.0,939.0,237.0,1212.0,4819.0,6027.0,3073.0
28676,499.0,2270060.0,1991.0,3.81,166083.0,177109.0,7669.0,8639.0,13632.0,36830.0,61550.0,56458.0
28689,3291.0,1000406.0,1990.0,4.09,32709.0,35044.0,422.0,384.0,1377.0,6449.0,13369.0,13465.0
28691,4182.0,2242650.0,1993.0,4.16,25997.0,26466.0,237.0,255.0,893.0,4543.0,9491.0,11284.0
28695,5498.0,1570074.0,1996.0,3.9,19334.0,20816.0,705.0,537.0,1435.0,4488.0,7527.0,6829.0
28698,5554.0,6750840.0,1993.0,4.19,18356.0,19413.0,196.0,187.0,657.0,3118.0,6749.0,8702.0
28700,9632.0,941585.0,2007.0,3.2,9081.0,10399.0,1207.0,634.0,1771.0,3904.0,3060.0,1030.0
28703,8071.0,3019373.0,2003.0,3.22,10099.0,12434.0,1160.0,772.0,2200.0,4423.0,3582.0,1457.0
28734,8154.0,170912.0,1990.0,4.26,17108.0,17559.0,270.0,138.0,503.0,2703.0,5466.0,8749.0
28735,7886.0,29234.0,1991.0,4.24,17268.0,17731.0,227.0,74.0,403.0,3034.0,5969.0,8251.0
28747,6892.0,3265487.0,1996.0,4.22,10525.0,13213.0,1183.0,91.0,350.0,1856.0,5192.0,5724.0
28759,6891.0,3230346.0,1989.0,4.21,19865.0,20490.0,641.0,272.0,755.0,3212.0,6378.0,9873.0
28760,8460.0,3230347.0,1990.0,4.2,16547.0,17013.0,238.0,107.0,519.0,2978.0,5612.0,7797.0
28815,1705.0,29303.0,1984.0,4.18,45874.0,52797.0,1980.0,876.0,2004.0,8199.0,17516.0,24202.0
28859,5983.0,2338253.0,1991.0,4.26,11301.0,16608.0,953.0,190.0,489.0,2289.0,5408.0,8232.0
28862,479.0,1335445.0,1513.0,3.78,153128.0,181980.0,5389.0,4222.0,14222.0,49930.0,63294.0,50312.0
28866,3265.0,2609827.0,1999.0,4.01,38879.0,42434.0,2077.0,1831.0,2802.0,7349.0,11509.0,18943.0
28876,2471.0,726205.0,2006.0,4.05,48381.0,54314.0,4441.0,672.0,2238.0,10114.0,21932.0,19358.0
28877,431.0,925503.0,1981.0,4.01,194013.0,205433.0,3309.0,3012.0,7790.0,43235.0,80662.0,70734.0
28881,743.0,3346728.0,2002.0,4.26,118576.0,125861.0,10411.0,2392.0,4578.0,16179.0,37102.0,65610.0
28899,4907.0,7577.0,2006.0,3.97,16579.0,16831.0,1229.0,382.0,875.0,3657.0,5951.0,5966.0
28921,820.0,3333111.0,1989.0,4.1,105892.0,121763.0,7455.0,1500.0,5028.0,21065.0,46702.0,47468.0
28922,8716.0,2464610.0,1986.0,3.72,10430.0,12710.0,1012.0,127.0,773.0,3937.0,5547.0,2326.0
28923,6364.0,3333606.0,2000.0,3.45,13886.0,17018.0,1616.0,436.0,2011.0,6325.0,6023.0,2223.0
28940,4609.0,29415.0,1995.0,3.94,21844.0,24884.0,2085.0,488.0,1317.0,5296.0,9901.0,7882.0
29022,8633.0,372997.0,119.0,4.05,11283.0,12958.0,458.0,149.0,496.0,2701.0,4867.0,4745.0
29034,6629.0,29507.0,1954.0,4.07,15986.0,17542.0,776.0,201.0,791.0,3323.0,6531.0,6696.0
29036,6612.0,29511.0,2004.0,3.95,14762.0,15443.0,1294.0,251.0,801.0,3419.0,5935.0,5037.0
29044,494.0,221359.0,1992.0,4.07,168405.0,189596.0,13324.0,3685.0,9750.0,32410.0,66858.0,76893.0
29059,484.0,3185242.0,2001.0,3.69,154643.0,162963.0,5328.0,4541.0,13841.0,46314.0,60868.0,37399.0
29127,1322.0,902304.0,1968.0,4.18,76277.0,80619.0,3358.0,1156.0,3142.0,13820.0,24629.0,37872.0
29187,4215.0,852.0,1986.0,4.13,24671.0,27264.0,313.0,142.0,937.0,5249.0,9846.0,11090.0
29209,1068.0,29679.0,1996.0,4.06,80906.0,83888.0,4174.0,1206.0,3218.0,15996.0,32338.0,31130.0
29254,4796.0,29717.0,1971.0,4.27,18275.0,18669.0,598.0,268.0,616.0,2724.0,5214.0,9847.0
29291,1447.0,103828.0,1941.0,4.21,70704.0,72105.0,1271.0,1398.0,2784.0,11683.0,19309.0,36931.0
29393,7540.0,522136.0,2001.0,4.2,10562.0,10904.0,563.0,233.0,335.0,1394.0,3987.0,4955.0
29394,2631.0,6614461.0,2006.0,4.36,41344.0,45918.0,1126.0,130.0,537.0,4858.0,17448.0,22945.0
29396,1479.0,3098584.0,2004.0,4.12,70269.0,74537.0,3132.0,1209.0,2914.0,12182.0,27550.0,30682.0
29397,6252.0,1745528.0,2005.0,4.1,14540.0,16420.0,456.0,108.0,545.0,2986.0,6799.0,5982.0
29484,8398.0,3341450.0,2006.0,3.74,14468.0,15035.0,311.0,549.0,1505.0,4160.0,3895.0,4926.0
29486,9038.0,29939.0,2005.0,3.54,10669.0,11062.0,1574.0,291.0,1196.0,3796.0,3812.0,1967.0
29501,3625.0,2399497.0,2004.0,3.93,24578.0,26202.0,1410.0,1059.0,1556.0,4959.0,9273.0,9355.0
29547,1430.0,1017538.0,2005.0,3.39,59932.0,62880.0,1936.0,2679.0,9025.0,22634.0,17978.0,10564.0
29579,276.0,1783981.0,1951.0,4.13,279688.0,297588.0,6240.0,7697.0,12471.0,47251.0,97583.0,132586.0
29580,890.0,64823.0,1953.0,4.23,96865.0,105839.0,1675.0,394.0,2296.0,16502.0,39942.0,46705.0
29581,789.0,1703483.0,1952.0,4.2,105595.0,116241.0,2054.0,497.0,2770.0,18775.0,44860.0,49339.0
29582,2646.0,532290.0,1986.0,4.02,39003.0,42930.0,848.0,419.0,1929.0,9075.0,16412.0,15095.0
29641,3400.0,267229.0,1951.0,3.96,29372.0,34226.0,3089.0,432.0,1860.0,7434.0,13453.0,11047.0
29744,7579.0,2971270.0,1959.0,3.87,10089.0,12882.0,693.0,137.0,641.0,3338.0,5467.0,3299.0
29797,1357.0,1960084.0,1678.0,3.98,67777.0,76121.0,2166.0,2639.0,5492.0,14895.0,20757.0,32338.0
29800,753.0,30220.0,2004.0,4.18,126864.0,130847.0,3118.0,3667.0,4891.0,18962.0,40649.0,62678.0
29801,2110.0,30221.0,2005.0,4.24,47154.0,49642.0,1262.0,777.0,1285.0,6855.0,17149.0,23576.0
29802,3932.0,30222.0,2006.0,4.29,28569.0,30451.0,986.0,102.0,564.0,4154.0,11228.0,14403.0
29923,7498.0,168568.0,1991.0,4.22,12037.0,12619.0,299.0,64.0,218.0,1924.0,5063.0,5350.0
29925,3737.0,30342.0,1996.0,4.05,25515.0,27141.0,574.0,402.0,1081.0,5241.0,10527.0,9890.0
29946,1847.0,30365.0,1977.0,4.14,44569.0,47411.0,1821.0,973.0,2466.0,7982.0,13712.0,22278.0
29948,9936.0,172963.0,1982.0,3.88,8239.0,9267.0,395.0,268.0,675.0,2101.0,3042.0,3181.0
29981,1555.0,68894.0,1896.0,3.72,60346.0,70563.0,2767.0,897.0,5007.0,22375.0,27122.0,15162.0
29999,1598.0,980184.0,1930.0,3.92,58742.0,67348.0,3576.0,1107.0,3626.0,15765.0,25802.0,21048.0
30005,6025.0,2193257.0,1929.0,4.0,15636.0,18109.0,1022.0,200.0,803.0,3938.0,7111.0,6057.0
30013,2624.0,1128436.0,1988.0,4.05,40342.0,45586.0,1048.0,330.0,1770.0,9695.0,17406.0,16385.0
30016,3754.0,1583154.0,1957.0,4.12,26532.0,31536.0,913.0,61.0,584.0,5820.0,14039.0,11032.0
30036,6653.0,388812.0,1972.0,3.89,17728.0,18953.0,673.0,334.0,1166.0,4528.0,7180.0,5745.0
30043,5627.0,2455271.0,1976.0,4.17,16501.0,18116.0,1124.0,211.0,655.0,2972.0,6343.0,7935.0
30065,5464.0,30468.0,2006.0,4.3,19431.0,20413.0,819.0,92.0,359.0,2671.0,7436.0,9855.0
30068,4627.0,1217097.0,2006.0,4.13,22985.0,25369.0,944.0,151.0,717.0,4430.0,10410.0,9661.0
30069,4325.0,2431088.0,2005.0,4.31,23167.0,25864.0,1033.0,88.0,444.0,3241.0,9562.0,12529.0
30071,3544.0,14795009.0,2004.0,4.36,30691.0,30903.0,1254.0,290.0,719.0,3553.0,9455.0,16886.0
30118,278.0,142009.0,1981.0,4.34,297861.0,304514.0,2431.0,3585.0,7593.0,38923.0,85051.0,169362.0
30119,50.0,30518.0,1974.0,4.29,1016888.0,1023781.0,9234.0,16590.0,30792.0,139024.0,293222.0,544153.0
30120,786.0,2501867.0,1996.0,4.33,111779.0,114990.0,1281.0,1209.0,2879.0,15625.0,32073.0,63204.0
30122,4862.0,41394.0,1976.0,4.27,21207.0,22049.0,645.0,199.0,694.0,3306.0,6596.0,11254.0
30125,8455.0,19157021.0,1981.0,4.32,9056.0,10135.0,458.0,70.0,302.0,1496.0,2750.0,5517.0
30183,246.0,30573.0,2007.0,3.79,360044.0,371020.0,12870.0,21547.0,34170.0,81486.0,97982.0,135835.0
30224,5609.0,4198.0,2006.0,4.03,25340.0,27868.0,468.0,456.0,1695.0,5877.0,8400.0,11440.0
30225,3990.0,1703667.0,2007.0,3.9,35620.0,37781.0,819.0,1199.0,3090.0,8085.0,11138.0,14269.0
30226,5295.0,3341382.0,2005.0,4.06,26783.0,29167.0,446.0,422.0,1554.0,5923.0,9264.0,12004.0
30228,3874.0,2722196.0,2006.0,3.62,37410.0,38534.0,842.0,2323.0,4989.0,9990.0,9063.0,12169.0
30240,4656.0,3341361.0,2002.0,4.05,29980.0,33314.0,650.0,465.0,1763.0,6852.0,10866.0,13368.0
30241,2303.0,1098613.0,1996.0,4.1,56782.0,61727.0,1073.0,467.0,2244.0,12656.0,21538.0,24822.0
30242,2550.0,2534676.0,1998.0,4.07,53980.0,57065.0,887.0,585.0,2597.0,11971.0,19204.0,22708.0
30243,5092.0,3341458.0,2004.0,4.05,26388.0,30253.0,511.0,401.0,1590.0,6308.0,9755.0,12199.0
30244,2341.0,4197.0,1997.0,4.12,54997.0,60019.0,1104.0,576.0,2303.0,11614.0,20375.0,25151.0
30245,3510.0,2953328.0,2003.0,3.84,40737.0,43242.0,770.0,1399.0,3806.0,10312.0,12696.0,15029.0
30246,2549.0,1136422.0,1998.0,4.04,52170.0,55094.0,909.0,760.0,2838.0,11599.0,17959.0,21938.0
30248,2911.0,2644676.0,2001.0,3.89,46567.0,49456.0,1017.0,1601.0,4209.0,10920.0,14041.0,18685.0
30259,2887.0,477836.0,2007.0,4.33,44879.0,48461.0,1184.0,215.0,777.0,6181.0,16815.0,24473.0
30260,3330.0,2346717.0,2006.0,4.28,43181.0,46272.0,1168.0,193.0,900.0,6612.0,16441.0,22126.0
30262,2807.0,2756601.0,2005.0,4.26,49321.0,52969.0,1641.0,253.0,1014.0,7909.0,19521.0,24272.0
30263,2306.0,1341883.0,2005.0,4.29,56023.0,59163.0,1240.0,350.0,1124.0,8181.0,20850.0,28658.0
30264,1273.0,30640.0,2004.0,4.04,91390.0,97097.0,4184.0,2671.0,5133.0,18380.0,30713.0,40200.0
30271,3608.0,2963636.0,2004.0,3.78,39200.0,41654.0,891.0,1901.0,4171.0,9739.0,11320.0,14523.0
30273,2224.0,1183561.0,1996.0,4.12,58023.0,63568.0,1144.0,433.0,2082.0,12571.0,22754.0,25728.0
30274,1553.0,1736002.0,1995.0,4.16,73883.0,80454.0,1373.0,780.0,2522.0,14606.0,27469.0,35077.0
30281,1086.0,3349934.0,1993.0,4.02,104252.0,115174.0,4842.0,3154.0,6494.0,22437.0,35934.0,47155.0
30289,772.0,1625515.0,-380.0,3.9,110274.0,122747.0,2261.0,2772.0,7531.0,29394.0,42284.0,40766.0
30292,6896.0,30661.0,-385.0,4.1,13301.0,13633.0,187.0,160.0,535.0,2692.0,4632.0,5614.0
30324,4357.0,895781.0,1997.0,3.77,33500.0,34858.0,2055.0,1181.0,3254.0,8888.0,10566.0,10969.0
30334,7393.0,2219294.0,2003.0,4.15,18231.0,18807.0,785.0,258.0,800.0,3400.0,5673.0,8676.0
30343,7571.0,13538232.0,2006.0,3.96,13327.0,14836.0,668.0,129.0,595.0,3619.0,5830.0,4663.0
30347,5619.0,13538260.0,1999.0,4.03,17729.0,19454.0,509.0,177.0,707.0,4254.0,7586.0,6730.0
30474,1432.0,2205479.0,1848.0,3.51,56464.0,70077.0,2910.0,3561.0,8413.0,22295.0,20537.0,15271.0
30512,6180.0,2305040.0,1993.0,3.75,15044.0,16773.0,669.0,325.0,1171.0,4673.0,6759.0,3845.0
30593,7169.0,1153252.0,1953.0,3.9,11538.0,14007.0,986.0,160.0,767.0,3348.0,5798.0,3934.0
30597,778.0,3043569.0,1831.0,3.97,119851.0,133421.0,3255.0,1952.0,6849.0,30636.0,47753.0,46231.0
30633,2794.0,14816053.0,1960.0,4.16,29684.0,32510.0,1109.0,444.0,1001.0,5530.0,11563.0,13972.0
30636,8312.0,2682328.0,1947.0,4.08,10821.0,11594.0,456.0,194.0,490.0,2233.0,3992.0,4685.0
30658,6101.0,6299110.0,1641.0,3.69,14811.0,15952.0,367.0,481.0,1470.0,4630.0,5260.0,4111.0
30659,1967.0,31010.0,180.0,4.2,43876.0,55309.0,2613.0,825.0,2162.0,8561.0,17232.0,26529.0
30672,5425.0,881601.0,1940.0,4.06,16818.0,19452.0,1002.0,253.0,793.0,3649.0,7516.0,7241.0
30852,5863.0,1759.0,1975.0,3.72,17781.0,19459.0,1113.0,531.0,1686.0,5293.0,7098.0,4851.0
30868,860.0,1095121.0,1988.0,3.94,105032.0,113568.0,5259.0,1401.0,5007.0,25764.0,47738.0,33658.0
30919,7769.0,1001166.0,1937.0,3.86,12032.0,13654.0,703.0,212.0,811.0,3459.0,5306.0,3866.0
30933,1393.0,2952196.0,1945.0,3.99,69087.0,76246.0,3430.0,1543.0,4150.0,15441.0,27191.0,27921.0
31072,5378.0,1321805.0,1947.0,3.8,15832.0,18000.0,1010.0,799.0,1715.0,3931.0,5419.0,6136.0
31087,9888.0,31417.0,1983.0,4.04,8514.0,8928.0,205.0,129.0,345.0,1859.0,3309.0,3286.0
31098,4400.0,3353274.0,2006.0,3.56,22521.0,24000.0,1007.0,650.0,2314.0,8532.0,7875.0,4629.0
31099,3610.0,1177386.0,2001.0,3.61,27650.0,28323.0,559.0,770.0,2576.0,9745.0,9171.0,6061.0
31100,4390.0,31428.0,2002.0,3.61,21001.0,22305.0,516.0,549.0,1972.0,7681.0,7444.0,4659.0
31101,1111.0,1581343.0,1999.0,3.41,78132.0,79157.0,877.0,7879.0,8357.0,23883.0,21770.0,17268.0
31106,4360.0,2484087.0,2007.0,3.53,22795.0,23625.0,1121.0,577.0,2375.0,8762.0,7839.0,4072.0
31122,1957.0,950769.0,1948.0,4.0,56444.0,65645.0,6587.0,941.0,3334.0,13581.0,24645.0,23144.0
31157,6420.0,835713.0,2003.0,4.18,13412.0,13831.0,187.0,403.0,600.0,2168.0,3563.0,7097.0
31168,4870.0,2685457.0,1849.0,3.71,22562.0,24088.0,651.0,685.0,1969.0,7159.0,8020.0,6255.0
31173,2499.0,40852693.0,1853.0,3.75,41793.0,48000.0,2731.0,1438.0,4142.0,13066.0,15929.0,13425.0
